"GEO_ID","NAME","POP"
"0500000US17021","Christian County, Illinois","35372"
"0500000US17023","Clark County, Illinois","17008"
"0500000US17025","Clay County, Illinois","14560"
"0500000US17027","Clinton County, Illinois","35535"
"0500000US17029","Coles County, Illinois","53196"
"0500000US17031","Cook County, Illinois","5376741"
"0500000US17033","Crawford County, Illinois","20452"
"0500000US17035","Cumberland County, Illinois","11253"
"0500000US17037","DeKalb County, Illinois","88969"
"0500000US17039","De Witt County, Illinois","16798"
"0500000US17041","Douglas County, Illinois","19922"
"0500000US17043","DuPage County, Illinois","904161"
"0500000US17045","Edgar County, Illinois","19704"
"0500000US17047","Edwards County, Illinois","6971"
"0500000US17049","Effingham County, Illinois","34264"
"0500000US17051","Fayette County, Illinois","21802"
"0500000US17053","Ford County, Illinois","14241"
"0500000US17055","Franklin County, Illinois","39018"
"0500000US17057","Fulton County, Illinois","38250"
"0500000US17059","Gallatin County, Illinois","6445"
"0500000US17061","Greene County, Illinois","14761"
"0500000US17063","Grundy County, Illinois","37535"
"0500000US17065","Hamilton County, Illinois","8621"
"0500000US17067","Hancock County, Illinois","20121"
"0500000US17069","Hardin County, Illinois","4800"
"0500000US17071","Henderson County, Illinois","8213"
"0500000US17073","Henry County, Illinois","51020"
"0500000US17075","Iroquois County, Illinois","31334"
"0500000US17077","Jackson County, Illinois","59612"
"0500000US17079","Jasper County, Illinois","10117"
"0500000US17081","Jefferson County, Illinois","40045"
"0500000US17083","Jersey County, Illinois","21668"
"0500000US17085","Jo Daviess County, Illinois","22289"
"0500000US17087","Johnson County, Illinois","12878"
"0500000US17089","Kane County, Illinois","404119"
"0500000US17091","Kankakee County, Illinois","103833"
"0500000US17093","Kendall County, Illinois","54544"
"0500000US17095","Knox County, Illinois","55836"
"0500000US17097","Lake County, Illinois","644356"
"0500000US17099","La Salle County, Illinois","111509"
"0500000US17101","Lawrence County, Illinois","15452"
"0500000US17103","Lee County, Illinois","36062"
"0500000US17105","Livingston County, Illinois","39678"
"0500000US17107","Logan County, Illinois","31183"
"0500000US17109","McDonough County, Illinois","32913"
"0500000US17111","McHenry County, Illinois","260077"
"0500000US17113","McLean County, Illinois","150433"
"0500000US17115","Macon County, Illinois","114706"
"0500000US17117","Macoupin County, Illinois","49019"
"0500000US17119","Madison County, Illinois","258941"
"0500000US17121","Marion County, Illinois","41691"
"0500000US17123","Marshall County, Illinois","13180"
"0500000US17125","Mason County, Illinois","16038"
"0500000US17127","Massac County, Illinois","15161"
"0500000US17129","Menard County, Illinois","12486"
"0500000US17131","Mercer County, Illinois","16957"
"0500000US17133","Monroe County, Illinois","27619"
"0500000US17135","Montgomery County, Illinois","30652"
"0500000US17137","Morgan County, Illinois","36616"
"0500000US17139","Moultrie County, Illinois","14287"
"0500000US17141","Ogle County, Illinois","51032"
"0500000US17143","Peoria County, Illinois","183433"
"0500000US17145","Perry County, Illinois","23094"
"0500000US17147","Piatt County, Illinois","16365"
"0500000US17149","Pike County, Illinois","17384"
"0500000US17151","Pope County, Illinois","4413"
"0500000US17153","Pulaski County, Illinois","7348"
"0500000US17155","Putnam County, Illinois","6086"
"0500000US17157","Randolph County, Illinois","33893"
"0500000US17159","Richland County, Illinois","16149"
"0500000US17161","Rock Island County, Illinois","149374"
"0500000US17163","St. Clair County, Illinois","256082"
"0500000US17165","Saline County, Illinois","26733"
"0500000US17167","Sangamon County, Illinois","188951"
"0500000US17169","Schuyler County, Illinois","7189"
"0500000US17171","Scott County, Illinois","5537"
"0500000US17173","Shelby County, Illinois","22893"
"0500000US17175","Stark County, Illinois","6332"
"0500000US17177","Stephenson County, Illinois","48979"
"0500000US17179","Tazewell County, Illinois","128485"
"0500000US17181","Union County, Illinois","18293"
"0500000US17183","Vermilion County, Illinois","83919"
"0500000US17185","Wabash County, Illinois","12937"
"0500000US17187","Warren County, Illinois","18735"
"0500000US17189","Washington County, Illinois","15148"
"0500000US17191","Wayne County, Illinois","17151"
"0500000US17193","White County, Illinois","15371"
"0500000US17195","Whiteside County, Illinois","60653"
"0500000US17197","Will County, Illinois","502266"
"0500000US17199","Williamson County, Illinois","61296"
"0500000US17201","Winnebago County, Illinois","278418"
"0500000US17203","Woodford County, Illinois","35469"
"0500000US18001","Adams County, Indiana","33625"
"0500000US18003","Allen County, Indiana","331849"
"0500000US18005","Bartholomew County, Indiana","71435"
"0500000US18007","Benton County, Indiana","9421"
"0500000US18009","Blackford County, Indiana","14048"
"0500000US18011","Boone County, Indiana","46107"
"0500000US18013","Brown County, Indiana","14957"
"0500000US18015","Carroll County, Indiana","20165"
"0500000US18017","Cass County, Indiana","40930"
"0500000US18019","Clark County, Indiana","96472"
"0500000US18021","Clay County, Indiana","26556"
"0500000US18023","Clinton County, Indiana","33866"
"0500000US18025","Crawford County, Indiana","10743"
"0500000US18027","Daviess County, Indiana","29820"
"0500000US18029","Dearborn County, Indiana","46109"
"0500000US18031","Decatur County, Indiana","24555"
"0500000US18033","DeKalb County, Indiana","40285"
"0500000US18035","Delaware County, Indiana","118769"
"0500000US18037","Dubois County, Indiana","39674"
"0500000US18039","Elkhart County, Indiana","182791"
"0500000US18041","Fayette County, Indiana","25588"
"0500000US18043","Floyd County, Indiana","70823"
"0500000US18045","Fountain County, Indiana","17954"
"0500000US18047","Franklin County, Indiana","22151"
"0500000US18049","Fulton County, Indiana","20511"
"0500000US18051","Gibson County, Indiana","32500"
"0500000US18053","Grant County, Indiana","73403"
"0500000US18055","Greene County, Indiana","33157"
"0500000US18057","Hamilton County, Indiana","182740"
"0500000US18059","Hancock County, Indiana","55391"
"0500000US18061","Harrison County, Indiana","34325"
"0500000US18063","Hendricks County, Indiana","104093"
"0500000US18065","Henry County, Indiana","48508"
"0500000US18067","Howard County, Indiana","84964"
"0500000US18069","Huntington County, Indiana","38075"
"0500000US18071","Jackson County, Indiana","41335"
"0500000US18073","Jasper County, Indiana","30043"
"0500000US18075","Jay County, Indiana","21806"
"0500000US18077","Jefferson County, Indiana","31705"
"0500000US18079","Jennings County, Indiana","27554"
"0500000US18081","Johnson County, Indiana","115209"
"0500000US18083","Knox County, Indiana","39256"
"0500000US18085","Kosciusko County, Indiana","74057"
"0500000US18087","LaGrange County, Indiana","34909"
"0500000US18089","Lake County, Indiana","484564"
"0500000US18091","LaPorte County, Indiana","110106"
"0500000US18093","Lawrence County, Indiana","45922"
"0500000US18095","Madison County, Indiana","133358"
"0500000US18097","Marion County, Indiana","860454"
"0500000US18099","Marshall County, Indiana","45128"
"0500000US18101","Martin County, Indiana","10369"
"0500000US18103","Miami County, Indiana","36082"
"0500000US18105","Monroe County, Indiana","120563"
"0500000US18107","Montgomery County, Indiana","37629"
"0500000US18109","Morgan County, Indiana","66689"
"0500000US18111","Newton County, Indiana","14566"
"0500000US18113","Noble County, Indiana","46275"
"0500000US18115","Ohio County, Indiana","5623"
"0500000US18117","Orange County, Indiana","19306"
"0500000US18119","Owen County, Indiana","21786"
"0500000US18121","Parke County, Indiana","17241"
"0500000US18123","Perry County, Indiana","18899"
"0500000US18125","Pike County, Indiana","12837"
"0500000US18127","Porter County, Indiana","146798"
"0500000US18129","Posey County, Indiana","27061"
"0500000US18131","Pulaski County, Indiana","13755"
"0500000US18133","Putnam County, Indiana","36019"
"0500000US18135","Randolph County, Indiana","27401"
"0500000US18137","Ripley County, Indiana","26523"
"0500000US18139","Rush County, Indiana","18261"
"0500000US18141","St. Joseph County, Indiana","265559"
"0500000US18143","Scott County, Indiana","22960"
"0500000US18145","Shelby County, Indiana","43445"
"0500000US18147","Spencer County, Indiana","20391"
"0500000US18149","Starke County, Indiana","23556"
"0500000US18151","Steuben County, Indiana","33214"
"0500000US18153","Sullivan County, Indiana","21751"
"0500000US18155","Switzerland County, Indiana","9065"
"0500000US18157","Tippecanoe County, Indiana","148955"
"0500000US18159","Tipton County, Indiana","16577"
"0500000US18161","Union County, Indiana","7349"
"0500000US18163","Vanderburgh County, Indiana","171922"
"0500000US18165","Vermillion County, Indiana","16788"
"0500000US18167","Vigo County, Indiana","105848"
"0500000US18169","Wabash County, Indiana","34960"
"0500000US18171","Warren County, Indiana","8419"
"0500000US18173","Warrick County, Indiana","52383"
"0500000US18175","Washington County, Indiana","27223"
"0500000US18177","Wayne County, Indiana","71097"
"0500000US18179","Wells County, Indiana","27600"
"0500000US18181","White County, Indiana","25267"
"0500000US18183","Whitley County, Indiana","30707"
"0500000US19001","Adair County, Iowa","8243"
"0500000US19003","Adams County, Iowa","4482"
"0500000US19005","Allamakee County, Iowa","14675"
"0500000US19007","Appanoose County, Iowa","13721"
"0500000US19009","Audubon County, Iowa","6830"
"0500000US19011","Benton County, Iowa","25308"
"0500000US19013","Black Hawk County, Iowa","128012"
"0500000US19015","Boone County, Iowa","26224"
"0500000US19017","Bremer County, Iowa","23325"
"0500000US19019","Buchanan County, Iowa","21093"
"0500000US19021","Buena Vista County, Iowa","20411"
"0500000US19023","Butler County, Iowa","15305"
"0500000US19025","Calhoun County, Iowa","11115"
"0500000US19027","Carroll County, Iowa","21421"
"0500000US19029","Cass County, Iowa","14684"
"0500000US19031","Cedar County, Iowa","18187"
"0500000US19033","Cerro Gordo County, Iowa","46447"
"0500000US19035","Cherokee County, Iowa","13035"
"0500000US19037","Chickasaw County, Iowa","13095"
"0500000US19039","Clarke County, Iowa","9133"
"0500000US19041","Clay County, Iowa","17372"
"0500000US19043","Clayton County, Iowa","18678"
"0500000US19045","Clinton County, Iowa","50149"
"0500000US19047","Crawford County, Iowa","16942"
"0500000US19049","Dallas County, Iowa","40750"
"0500000US19051","Davis County, Iowa","8541"
"0500000US19053","Decatur County, Iowa","8689"
"0500000US19055","Delaware County, Iowa","18404"
"0500000US19057","Des Moines County, Iowa","42351"
"0500000US19059","Dickinson County, Iowa","16424"
"0500000US19061","Dubuque County, Iowa","89143"
"0500000US19063","Emmet County, Iowa","11027"
"0500000US19065","Fayette County, Iowa","22008"
"0500000US19067","Floyd County, Iowa","16900"
"0500000US19069","Franklin County, Iowa","10704"
"0500000US19071","Fremont County, Iowa","8010"
"0500000US19073","Greene County, Iowa","10366"
"0500000US19075","Grundy County, Iowa","12369"
"0500000US19077","Guthrie County, Iowa","11353"
"0500000US19079","Hamilton County, Iowa","16438"
"0500000US19081","Hancock County, Iowa","12100"
"0500000US19083","Hardin County, Iowa","18812"
"0500000US19085","Harrison County, Iowa","15666"
"0500000US19087","Henry County, Iowa","20336"
"0500000US19089","Howard County, Iowa","9932"
"0500000US19091","Humboldt County, Iowa","10381"
"0500000US19093","Ida County, Iowa","7837"
"0500000US19095","Iowa County, Iowa","15671"
"0500000US19097","Jackson County, Iowa","20296"
"0500000US19099","Jasper County, Iowa","37213"
"0500000US19101","Jefferson County, Iowa","16181"
"0500000US19103","Johnson County, Iowa","111006"
"0500000US19105","Jones County, Iowa","20221"
"0500000US19107","Keokuk County, Iowa","11400"
"0500000US19109","Kossuth County, Iowa","17163"
"0500000US19111","Lee County, Iowa","38052"
"0500000US19113","Linn County, Iowa","191701"
"0500000US19115","Louisa County, Iowa","12183"
"0500000US19117","Lucas County, Iowa","9422"
"0500000US19119","Lyon County, Iowa","11763"
"0500000US19121","Madison County, Iowa","14019"
"0500000US19123","Mahaska County, Iowa","22335"
"0500000US19125","Marion County, Iowa","32052"
"0500000US19127","Marshall County, Iowa","39311"
"0500000US19129","Mills County, Iowa","14547"
"0500000US19131","Mitchell County, Iowa","10874"
"0500000US19133","Monona County, Iowa","10020"
"0500000US19135","Monroe County, Iowa","8016"
"0500000US19137","Montgomery County, Iowa","11771"
"0500000US19139","Muscatine County, Iowa","41722"
"0500000US19141","O'Brien County, Iowa","15102"
"0500000US19143","Osceola County, Iowa","7003"
"0500000US19145","Page County, Iowa","16976"
"0500000US19147","Palo Alto County, Iowa","10147"
"0500000US19149","Plymouth County, Iowa","24849"
"0500000US19151","Pocahontas County, Iowa","8662"
"0500000US19153","Polk County, Iowa","374601"
"0500000US19155","Pottawattamie County, Iowa","87704"
"0500000US19157","Poweshiek County, Iowa","18815"
"0500000US19159","Ringgold County, Iowa","5469"
"0500000US19161","Sac County, Iowa","11529"
"0500000US19163","Scott County, Iowa","158668"
"0500000US19165","Shelby County, Iowa","13173"
"0500000US19167","Sioux County, Iowa","31589"
"0500000US19169","Story County, Iowa","79981"
"0500000US19171","Tama County, Iowa","18103"
"0500000US19173","Taylor County, Iowa","6958"
"0500000US19175","Union County, Iowa","12309"
"0500000US19177","Van Buren County, Iowa","7809"
"0500000US19179","Wapello County, Iowa","36051"
"0500000US19181","Warren County, Iowa","40671"
"0500000US19183","Washington County, Iowa","20670"
"0500000US19185","Wayne County, Iowa","6730"
"0500000US19187","Webster County, Iowa","40235"
"0500000US19189","Winnebago County, Iowa","11723"
"0500000US19191","Winneshiek County, Iowa","21310"
"0500000US19193","Woodbury County, Iowa","103877"
"0500000US19195","Worth County, Iowa","7909"
"0500000US19197","Wright County, Iowa","14334"
"0500000US20001","Allen County, Kansas","14385"
"0500000US20003","Anderson County, Kansas","8110"
"0500000US20005","Atchison County, Kansas","16774"
"0500000US20007","Barber County, Kansas","5307"
"0500000US20009","Barton County, Kansas","28205"
"0500000US20011","Bourbon County, Kansas","15379"
"0500000US20013","Brown County, Kansas","10724"
"0500000US20015","Butler County, Kansas","59482"
"0500000US20017","Chase County, Kansas","3030"
"0500000US20019","Chautauqua County, Kansas","4359"
"0500000US20021","Cherokee County, Kansas","22605"
"0500000US20023","Cheyenne County, Kansas","3165"
"0500000US20025","Clark County, Kansas","2390"
"0500000US20027","Clay County, Kansas","8822"
"0500000US20029","Cloud County, Kansas","10268"
"0500000US20031","Coffey County, Kansas","8865"
"0500000US20033","Comanche County, Kansas","1967"
"0500000US20035","Cowley County, Kansas","36291"
"0500000US20037","Crawford County, Kansas","38242"
"0500000US20039","Decatur County, Kansas","3472"
"0500000US20041","Dickinson County, Kansas","19344"
"0500000US20043","Doniphan County, Kansas","8249"
"0500000US20045","Douglas County, Kansas","99962"
"0500000US20047","Edwards County, Kansas","3449"
"0500000US20049","Elk County, Kansas","3261"
"0500000US20051","Ellis County, Kansas","27507"
"0500000US20053","Ellsworth County, Kansas","6525"
"0500000US20055","Finney County, Kansas","40523"
"0500000US20057","Ford County, Kansas","32458"
"0500000US20059","Franklin County, Kansas","24784"
"0500000US20061","Geary County, Kansas","27947"
"0500000US20063","Gove County, Kansas","3068"
"0500000US20065","Graham County, Kansas","2946"
"0500000US20067","Grant County, Kansas","7909"
"0500000US20069","Gray County, Kansas","5904"
"0500000US20071","Greeley County, Kansas","1534"
"0500000US20073","Greenwood County, Kansas","7673"
"0500000US20075","Hamilton County, Kansas","2670"
"0500000US20077","Harper County, Kansas","6536"
"0500000US20079","Harvey County, Kansas","32869"
"0500000US20081","Haskell County, Kansas","4307"
"0500000US20083","Hodgeman County, Kansas","2085"
"0500000US20085","Jackson County, Kansas","12657"
"0500000US20087","Jefferson County, Kansas","18426"
"0500000US20089","Jewell County, Kansas","3791"
"0500000US20091","Johnson County, Kansas","451086"
"0500000US20093","Kearny County, Kansas","4531"
"0500000US20095","Kingman County, Kansas","8673"
"0500000US20097","Kiowa County, Kansas","3278"
"0500000US20099","Labette County, Kansas","22835"
"0500000US20101","Lane County, Kansas","2155"
"0500000US20103","Leavenworth County, Kansas","68691"
"0500000US20105","Lincoln County, Kansas","3578"
"0500000US20107","Linn County, Kansas","9570"
"0500000US20109","Logan County, Kansas","3046"
"0500000US20111","Lyon County, Kansas","35935"
"0500000US20113","McPherson County, Kansas","29554"
"0500000US20115","Marion County, Kansas","13361"
"0500000US20117","Marshall County, Kansas","10965"
"0500000US20119","Meade County, Kansas","4631"
"0500000US20121","Miami County, Kansas","28351"
"0500000US20123","Mitchell County, Kansas","6932"
"0500000US20125","Montgomery County, Kansas","36252"
"0500000US20127","Morris County, Kansas","6104"
"0500000US20129","Morton County, Kansas","3496"
"0500000US20131","Nemaha County, Kansas","10717"
"0500000US20133","Neosho County, Kansas","16997"
"0500000US20135","Ness County, Kansas","3454"
"0500000US20137","Norton County, Kansas","5953"
"0500000US20139","Osage County, Kansas","16712"
"0500000US20141","Osborne County, Kansas","4452"
"0500000US20143","Ottawa County, Kansas","6163"
"0500000US20145","Pawnee County, Kansas","7233"
"0500000US20147","Phillips County, Kansas","6001"
"0500000US20149","Pottawatomie County, Kansas","18209"
"0500000US20151","Pratt County, Kansas","9647"
"0500000US20153","Rawlins County, Kansas","2966"
"0500000US20155","Reno County, Kansas","64790"
"0500000US20157","Republic County, Kansas","5835"
"0500000US20159","Rice County, Kansas","10761"
"0500000US20161","Riley County, Kansas","62843"
"0500000US20163","Rooks County, Kansas","5685"
"0500000US20165","Rush County, Kansas","3551"
"0500000US20167","Russell County, Kansas","7370"
"0500000US20169","Saline County, Kansas","53597"
"0500000US20171","Scott County, Kansas","5120"
"0500000US20173","Sedgwick County, Kansas","452869"
"0500000US20175","Seward County, Kansas","22510"
"0500000US20177","Shawnee County, Kansas","169871"
"0500000US20179","Sheridan County, Kansas","2813"
"0500000US20181","Sherman County, Kansas","6760"
"0500000US20183","Smith County, Kansas","4536"
"0500000US20185","Stafford County, Kansas","4789"
"0500000US20187","Stanton County, Kansas","2406"
"0500000US20189","Stevens County, Kansas","5463"
"0500000US20191","Sumner County, Kansas","25946"
"0500000US20193","Thomas County, Kansas","8180"
"0500000US20195","Trego County, Kansas","3319"
"0500000US20197","Wabaunsee County, Kansas","6885"
"0500000US20199","Wallace County, Kansas","1749"
"0500000US20201","Washington County, Kansas","6483"
"0500000US20203","Wichita County, Kansas","2531"
"0500000US20205","Wilson County, Kansas","10332"
"0500000US20207","Woodson County, Kansas","3788"
"0500000US20209","Wyandotte County, Kansas","157882"
"0500000US21001","Adair County, Kentucky","17244"
"0500000US21003","Allen County, Kentucky","17800"
"0500000US21005","Anderson County, Kentucky","19111"
"0500000US21007","Ballard County, Kentucky","8286"
"0500000US21009","Barren County, Kentucky","38033"
"0500000US21011","Bath County, Kentucky","11085"
"0500000US21013","Bell County, Kentucky","30060"
"0500000US21015","Boone County, Kentucky","85991"
"0500000US21017","Bourbon County, Kentucky","19360"
"0500000US21019","Boyd County, Kentucky","49752"
"0500000US21021","Boyle County, Kentucky","27697"
"0500000US21023","Bracken County, Kentucky","8279"
"0500000US21025","Breathitt County, Kentucky","16100"
"0500000US21027","Breckinridge County, Kentucky","18648"
"0500000US21029","Bullitt County, Kentucky","61236"
"0500000US21031","Butler County, Kentucky","13010"
"0500000US21033","Caldwell County, Kentucky","13060"
"0500000US21035","Calloway County, Kentucky","34177"
"0500000US21037","Campbell County, Kentucky","88616"
"0500000US21039","Carlisle County, Kentucky","5351"
"0500000US21041","Carroll County, Kentucky","10155"
"0500000US21043","Carter County, Kentucky","26889"
"0500000US21045","Casey County, Kentucky","15447"
"0500000US21047","Christian County, Kentucky","72265"
"0500000US21049","Clark County, Kentucky","33144"
"0500000US21051","Clay County, Kentucky","24556"
"0500000US21053","Clinton County, Kentucky","9634"
"0500000US21055","Crittenden County, Kentucky","9384"
"0500000US21057","Cumberland County, Kentucky","7147"
"0500000US21059","Daviess County, Kentucky","91545"
"0500000US21061","Edmonson County, Kentucky","11644"
"0500000US21063","Elliott County, Kentucky","6748"
"0500000US21065","Estill County, Kentucky","15307"
"0500000US21067","Fayette County, Kentucky","260512"
"0500000US21069","Fleming County, Kentucky","13792"
"0500000US21071","Floyd County, Kentucky","42441"
"0500000US21073","Franklin County, Kentucky","47687"
"0500000US21075","Fulton County, Kentucky","7752"
"0500000US21077","Gallatin County, Kentucky","7870"
"0500000US21079","Garrard County, Kentucky","14792"
"0500000US21081","Grant County, Kentucky","22384"
"0500000US21083","Graves County, Kentucky","37028"
"0500000US21085","Grayson County, Kentucky","24053"
"0500000US21087","Green County, Kentucky","11518"
"0500000US21089","Greenup County, Kentucky","36891"
"0500000US21091","Hancock County, Kentucky","8392"
"0500000US21093","Hardin County, Kentucky","94174"
"0500000US21095","Harlan County, Kentucky","33202"
"0500000US21097","Harrison County, Kentucky","17983"
"0500000US21099","Hart County, Kentucky","17445"
"0500000US21101","Henderson County, Kentucky","44829"
"0500000US21103","Henry County, Kentucky","15060"
"0500000US21105","Hickman County, Kentucky","5262"
"0500000US21107","Hopkins County, Kentucky","46519"
"0500000US21109","Jackson County, Kentucky","13495"
"0500000US21111","Jefferson County, Kentucky","693604"
"0500000US21113","Jessamine County, Kentucky","39041"
"0500000US21115","Johnson County, Kentucky","23445"
"0500000US21117","Kenton County, Kentucky","151464"
"0500000US21119","Knott County, Kentucky","17649"
"0500000US21121","Knox County, Kentucky","31795"
"0500000US21123","Larue County, Kentucky","13373"
"0500000US21125","Laurel County, Kentucky","52715"
"0500000US21127","Lawrence County, Kentucky","15569"
"0500000US21129","Lee County, Kentucky","7916"
"0500000US21131","Leslie County, Kentucky","12401"
"0500000US21133","Letcher County, Kentucky","25277"
"0500000US21135","Lewis County, Kentucky","14092"
"0500000US21137","Lincoln County, Kentucky","23361"
"0500000US21139","Livingston County, Kentucky","9804"
"0500000US21141","Logan County, Kentucky","26573"
"0500000US21143","Lyon County, Kentucky","8080"
"0500000US21145","McCracken County, Kentucky","65514"
"0500000US21147","McCreary County, Kentucky","17080"
"0500000US21149","McLean County, Kentucky","9938"
"0500000US21151","Madison County, Kentucky","70872"
"0500000US21153","Magoffin County, Kentucky","13332"
"0500000US21155","Marion County, Kentucky","18212"
"0500000US21157","Marshall County, Kentucky","30125"
"0500000US21159","Martin County, Kentucky","12578"
"0500000US21161","Mason County, Kentucky","16800"
"0500000US21163","Meade County, Kentucky","26349"
"0500000US21165","Menifee County, Kentucky","6556"
"0500000US21167","Mercer County, Kentucky","20817"
"0500000US21169","Metcalfe County, Kentucky","10037"
"0500000US21171","Monroe County, Kentucky","11756"
"0500000US21173","Montgomery County, Kentucky","22554"
"0500000US21175","Morgan County, Kentucky","13948"
"0500000US21177","Muhlenberg County, Kentucky","31839"
"0500000US21179","Nelson County, Kentucky","37477"
"0500000US21181","Nicholas County, Kentucky","6813"
"0500000US21183","Ohio County, Kentucky","22916"
"0500000US21185","Oldham County, Kentucky","46178"
"0500000US21187","Owen County, Kentucky","10547"
"0500000US21189","Owsley County, Kentucky","4858"
"0500000US21191","Pendleton County, Kentucky","14390"
"0500000US21193","Perry County, Kentucky","29390"
"0500000US21195","Pike County, Kentucky","68736"
"0500000US21197","Powell County, Kentucky","13237"
"0500000US21199","Pulaski County, Kentucky","56217"
"0500000US21201","Robertson County, Kentucky","2266"
"0500000US21203","Rockcastle County, Kentucky","16582"
"0500000US21205","Rowan County, Kentucky","22094"
"0500000US21207","Russell County, Kentucky","16315"
"0500000US21209","Scott County, Kentucky","33061"
"0500000US21211","Shelby County, Kentucky","33337"
"0500000US21213","Simpson County, Kentucky","16405"
"0500000US21215","Spencer County, Kentucky","11766"
"0500000US21217","Taylor County, Kentucky","22927"
"0500000US21219","Todd County, Kentucky","11971"
"0500000US21221","Trigg County, Kentucky","12597"
"0500000US21223","Trimble County, Kentucky","8125"
"0500000US21225","Union County, Kentucky","15637"
"0500000US21227","Warren County, Kentucky","92522"
"0500000US21229","Washington County, Kentucky","10916"
"0500000US21231","Wayne County, Kentucky","19923"
"0500000US21233","Webster County, Kentucky","14120"
"0500000US21235","Whitley County, Kentucky","35865"
"0500000US21237","Wolfe County, Kentucky","7065"
"0500000US21239","Woodford County, Kentucky","23208"
"0500000US22001","Acadia Parish, Louisiana","58861"
"0500000US22003","Allen Parish, Louisiana","25440"
"0500000US22005","Ascension Parish, Louisiana","76627"
"0500000US22007","Assumption Parish, Louisiana","23388"
"0500000US22009","Avoyelles Parish, Louisiana","41481"
"0500000US22011","Beauregard Parish, Louisiana","32986"
"0500000US22013","Bienville Parish, Louisiana","15752"
"0500000US22015","Bossier Parish, Louisiana","98310"
"0500000US22017","Caddo Parish, Louisiana","252161"
"0500000US22019","Calcasieu Parish, Louisiana","183577"
"0500000US22021","Caldwell Parish, Louisiana","10560"
"0500000US22023","Cameron Parish, Louisiana","9991"
"0500000US22025","Catahoula Parish, Louisiana","10920"
"0500000US22027","Claiborne Parish, Louisiana","16851"
"0500000US22029","Concordia Parish, Louisiana","20247"
"0500000US22031","De Soto Parish, Louisiana","25494"
"0500000US22033","East Baton Rouge Parish, Louisiana","412852"
"0500000US22035","East Carroll Parish, Louisiana","9421"
"0500000US22037","East Feliciana Parish, Louisiana","21360"
"0500000US22039","Evangeline Parish, Louisiana","35434"
"0500000US22041","Franklin Parish, Louisiana","21263"
"0500000US22043","Grant Parish, Louisiana","18698"
"0500000US22045","Iberia Parish, Louisiana","73266"
"0500000US22047","Iberville Parish, Louisiana","33320"
"0500000US22049","Jackson Parish, Louisiana","15397"
"0500000US22051","Jefferson Parish, Louisiana","455466"
"0500000US22053","Jefferson Davis Parish, Louisiana","31435"
"0500000US22055","Lafayette Parish, Louisiana","190503"
"0500000US22057","Lafourche Parish, Louisiana","89974"
"0500000US22059","La Salle Parish, Louisiana","14282"
"0500000US22061","Lincoln Parish, Louisiana","42509"
"0500000US22063","Livingston Parish, Louisiana","91814"
"0500000US22065","Madison Parish, Louisiana","13728"
"0500000US22067","Morehouse Parish, Louisiana","31021"
"0500000US22069","Natchitoches Parish, Louisiana","39080"
"0500000US22071","Orleans Parish, Louisiana","484674"
"0500000US22073","Ouachita Parish, Louisiana","147250"
"0500000US22075","Plaquemines Parish, Louisiana","26757"
"0500000US22077","Pointe Coupee Parish, Louisiana","22763"
"0500000US22079","Rapides Parish, Louisiana","126337"
"0500000US22081","Red River Parish, Louisiana","9622"
"0500000US22083","Richland Parish, Louisiana","20981"
"0500000US22085","Sabine Parish, Louisiana","23459"
"0500000US22087","St. Bernard Parish, Louisiana","67229"
"0500000US22089","St. Charles Parish, Louisiana","48072"
"0500000US22091","St. Helena Parish, Louisiana","10525"
"0500000US22093","St. James Parish, Louisiana","21216"
"0500000US22095","St. John the Baptist Parish, Louisiana","43044"
"0500000US22097","St. Landry Parish, Louisiana","87700"
"0500000US22099","St. Martin Parish, Louisiana","48583"
"0500000US22101","St. Mary Parish, Louisiana","53500"
"0500000US22103","St. Tammany Parish, Louisiana","191268"
"0500000US22105","Tangipahoa Parish, Louisiana","100588"
"0500000US22107","Tensas Parish, Louisiana","6618"
"0500000US22109","Terrebonne Parish, Louisiana","104503"
"0500000US22111","Union Parish, Louisiana","22803"
"0500000US22113","Vermilion Parish, Louisiana","53807"
"0500000US22115","Vernon Parish, Louisiana","52531"
"0500000US22117","Washington Parish, Louisiana","43926"
"0500000US22119","Webster Parish, Louisiana","41831"
"0500000US22121","West Baton Rouge Parish, Louisiana","21601"
"0500000US22123","West Carroll Parish, Louisiana","12314"
"0500000US22125","West Feliciana Parish, Louisiana","15111"
"0500000US22127","Winn Parish, Louisiana","16894"
"0500000US23001","Androscoggin County, Maine","103793"
"0500000US23003","Aroostook County, Maine","73938"
"0500000US23005","Cumberland County, Maine","265612"
"0500000US23007","Franklin County, Maine","29467"
"0500000US23009","Hancock County, Maine","51791"
"0500000US23011","Kennebec County, Maine","117114"
"0500000US23013","Knox County, Maine","39618"
"0500000US23015","Lincoln County, Maine","33616"
"0500000US23017","Oxford County, Maine","54755"
"0500000US23019","Penobscot County, Maine","144919"
"0500000US23021","Piscataquis County, Maine","17235"
"0500000US23023","Sagadahoc County, Maine","35214"
"0500000US23025","Somerset County, Maine","50888"
"0500000US23027","Waldo County, Maine","36280"
"0500000US23029","Washington County, Maine","33941"
"0500000US23031","York County, Maine","186742"
"0500000US24001","Allegany County, Maryland","74930"
"0500000US24003","Anne Arundel County, Maryland","489656"
"0500000US24005","Baltimore County, Maryland","754292"
"0500000US24009","Calvert County, Maryland","74563"
"0500000US24011","Caroline County, Maryland","29772"
