state,county,reporting,dem,gop,lib,grn,una,oth
KY,Grayson,100%,1959,8219,259,46,81,0
KY,Green,100%,832,4372,84,24,19,0
KY,Greenup,100%,4146,11546,319,109,145,0
KY,Hancock,100%,1244,2788,129,44,87,0
KY,Hardin,100%,13944,26970,1413,346,440,0
KY,Harlan,100%,1372,9129,156,39,48,0
KY,Harrison,100%,2031,5435,184,46,78,0
KY,Hart,100%,1730,5320,140,39,32,0
KY,Henderson,100%,6707,12159,507,142,177,0
KY,Henry,100%,1828,4944,224,58,88,0
KY,Hickman,100%,449,1657,26,6,19,0
KY,Hopkins,100%,4310,15277,478,97,163,0
KY,Jackson,100%,482,4889,79,20,27,0
KY,Jefferson,100%,190824,143758,10187,3224,4785,0
KY,Jessamine,100%,6144,15474,829,170,675,0
KY,Johnson,100%,1250,8043,163,60,44,0
KY,Kenton,100%,24213,42958,3093,703,938,0
KY,Knott,100%,1245,4357,102,13,39,0
KY,Knox,100%,1761,9885,189,64,102,0
KY,Larue,100%,1278,4799,174,28,80,0
KY,Laurel,100%,3440,20592,473,114,192,0
KY,Lawrence,100%,1045,4816,107,32,37,0
KY,Lee,100%,444,2151,42,7,19,0
KY,Leslie,100%,400,4015,39,15,18,0
KY,Letcher,100%,1542,7293,210,37,49,0
KY,Lewis,100%,785,4363,95,16,34,0
KY,Lincoln,100%,1865,7338,226,44,82,0
KY,Livingston,100%,887,3570,115,24,46,0
KY,Logan,100%,2755,7778,229,43,91,0
KY,Lyon,100%,1045,2789,74,15,36,0
KY,Madison,100%,11793,23431,1189,353,552,0
KY,Magoffin,100%,1172,3824,66,17,34,0
KY,Marion,100%,2679,5122,215,33,59,0
KY,Marshall,100%,3672,12322,426,84,174,0
KY,Martin,100%,363,3503,52,13,20,0
KY,Mason,100%,1970,4944,173,38,87,0
KY,McCracken,100%,9134,20774,839,217,320,0
KY,McCreary,100%,664,5012,59,18,19,0
KY,McLean,100%,988,3381,137,15,44,0
KY,Meade,100%,3026,8660,333,97,107,0
KY,Menifee,100%,700,2010,43,14,12,0
KY,Mercer,100%,2395,7740,275,68,101,0
KY,Metcalfe,100%,976,3491,86,22,41,0
KY,Monroe,100%,601,4278,76,13,23,0
KY,Montgomery,100%,3158,7856,264,68,91,0
KY,Morgan,100%,1006,3628,63,26,43,0
KY,Muhlenberg,100%,3272,9393,230,44,107,0
KY,Nelson,100%,6434,13430,565,131,201,0
KY,Nicholas,100%,787,1957,65,9,19,0
KY,Ohio,100%,2080,7942,207,64,105,0
KY,Oldham,100%,10268,20469,1229,282,590,0
KY,Owen,100%,1062,3745,122,25,43,0
KY,Owsley,100%,256,1474,24,0,3,0
KY,Pendleton,100%,1164,4604,145,27,66,0
KY,Perry,100%,2136,8158,168,47,57,0
KY,Pike,100%,4277,19740,411,86,123,0
KY,Powell,100%,1272,3513,118,27,22,0
KY,Pulaski,100%,4208,22900,562,127,218,0
KY,Robertson,100%,222,759,19,5,8,0
KY,Rockcastle,100%,915,5609,87,25,50,0
KY,Rowan,100%,3295,5174,207,85,68,0
KY,Russell,100%,1093,6863,153,14,48,0
KY,Scott,100%,7713,15052,853,139,402,0
KY,Shelby,100%,6276,13196,629,138,324,0
KY,Simpson,100%,2144,5077,200,38,65,0
KY,Spencer,100%,1921,7196,237,44,111,0
KY,Taylor,100%,2553,8320,233,53,142,0
KY,Todd,100%,1042,3612,64,26,27,0
KY,Trigg,100%,1587,4928,121,45,59,0
KY,Trimble,100%,879,2771,88,20,28,0
KY,Union,100%,1331,4701,115,29,33,0
KY,Warren,100%,16966,28673,1605,415,757,0
KY,Washington,100%,1420,4013,111,17,60,0
KY,Wayne,100%,1431,6370,116,30,41,0
KY,Webster,100%,1240,4397,111,22,34,0
KY,Whitley,100%,2067,11312,242,41,103,0
KY,Wolfe,100%,753,1804,42,9,26,0
KY,Woodford,100%,4958,7697,529,117,246,0
LA,Acadia,100%,5638,21159,281,106,74,128
LA,Allen,100%,2106,6867,102,50,45,75
LA,Ascension,100%,16471,36135,1182,324,263,288
LA,Assumption,100%,3931,6714,127,39,22,71
LA,Avoyelles,100%,5032,11163,188,69,28,101
LA,Beauregard,100%,2393,12238,225,64,63,95
LA,Bienville,100%,3129,3756,54,23,14,29
LA,Bossier,100%,12638,35451,1022,262,236,209
LA,Caddo,100%,53448,48977,1861,663,392,396
LA,Calcasieu,100%,26293,54182,1786,551,457,504
LA,Caldwell,100%,788,3822,28,14,18,22
LA,Cameron,100%,323,3256,57,16,17,23
LA,Catahoula,100%,1322,3479,17,14,6,18
LA,Claiborne,100%,2717,3585,45,25,8,41
LA,Concordia,100%,3272,5474,68,14,8,33
LA,De Soto,100%,5163,8067,128,33,51,55
LA,East Baton Rouge,100%,102711,84620,4959,1642,1364,1036
LA,East Carroll,100%,1838,1059,16,6,3,17
LA,East Feliciana,100%,4235,5569,102,38,40,58
LA,Evangeline,100%,4208,10357,116,66,37,95
LA,Franklin,100%,2506,6514,68,28,14,32
LA,Grant,100%,1181,7406,126,34,31,41
LA,Iberia,100%,10698,20903,443,170,72,168
LA,Iberville,100%,8324,7320,165,92,44,98
LA,Jackson,100%,2139,5169,74,20,24,38
LA,Jefferson,100%,73540,100292,4297,1606,871,782
LA,Jefferson Davis,100%,3080,10775,185,71,58,108
LA,La Salle,100%,605,5835,53,19,21,35
LA,Lafayette,100%,32726,68191,2833,851,522,476
LA,Lafourche,100%,8423,31958,734,233,107,189
LA,Lincoln,100%,7102,10761,440,120,146,95
LA,Livingston,100%,6950,48797,1149,292,214,298
LA,Madison,100%,2744,1927,17,15,6,23
LA,Morehouse,100%,5155,6502,73,46,25,51
LA,Natchitoches,100%,7143,8965,260,91,49,109
LA,Orleans,100%,133833,24267,3636,2544,698,641
LA,Ouachita,100%,24420,41712,980,343,266,266
LA,Plaquemines,100%,3347,6900,178,74,19,54
LA,Pointe Coupee,100%,4764,6789,86,35,34,53
LA,Rapides,100%,18318,36814,858,314,265,269
LA,Red River,100%,1938,2391,47,11,12,23
LA,Richland,100%,3157,6286,67,35,20,31
LA,Sabine,100%,1703,7877,97,24,25,59
LA,St. Bernard,100%,4957,10232,308,169,41,100
LA,St. Charles,100%,8558,16620,592,186,116,118
LA,St. Helena,100%,3353,2497,43,18,18,35
LA,St. James,100%,6418,5456,98,44,22,47
LA,St. John the Baptist,100%,12658,7569,228,122,45,118
LA,St. Landry,100%,17208,21966,349,181,87,179
LA,St. Martin,100%,8266,16872,303,121,66,121
LA,St. Mary,100%,8050,14353,245,85,51,87
LA,St. Tammany,100%,27716,90914,3409,1018,777,555
LA,Tangipahoa,100%,16869,33933,843,286,184,266
LA,Tensas,100%,1329,1180,13,8,1,12
LA,Terrebonne,100%,10664,31900,808,215,119,187
LA,Union,100%,2691,7972,108,32,25,66
LA,Vermilion,100%,4745,19807,387,115,71,128
LA,Vernon,100%,2665,13471,265,72,54,106
LA,Washington,100%,5690,12552,185,68,35,92
LA,Webster,100%,6259,11538,166,63,41,73
LA,West Baton Rouge,100%,5382,6926,206,72,53,71
LA,West Carroll,100%,715,3970,27,10,11,26
LA,West Feliciana,100%,2247,3390,97,17,25,22
LA,Winn,100%,1643,4605,40,29,15,36
ME,Androscoggin,100%,22975,28189,3291,885,0,0
ME,Aroostook,100%,13377,19419,1651,516,0,0
ME,Cumberland,100%,102935,57697,7406,3211,0,0
ME,Franklin,100%,7001,7900,1102,379,0,0
ME,Hancock,100%,16107,13682,1553,641,0,0
ME,Kennebec,100%,29296,31753,3692,1258,0,0
ME,Knox,100%,12440,9148,898,535,0,0
ME,Lincoln,100%,10241,9727,1039,425,0,0
ME,Oxford,100%,12172,16214,2047,661,0,0
ME,Penobscot,100%,32832,41601,4378,1417,0,0
ME,Piscataquis,100%,3098,5403,464,179,0,0
ME,Sagadahoc,100%,10679,9304,1178,435,0,0
ME,Somerset,100%,9092,14998,1362,516,0,0
ME,Waldo,100%,10442,10378,1220,590,0,0
ME,Washington,100%,6358,9037,791,373,0,0
ME,York,100%,55828,50388,5692,2054,0,0
MD,Allegany,100%,6665,20025,778,336,0,0
MD,Anne Arundel,100%,116074,114509,9365,2991,0,0
MD,Baltimore City,99.3%,178562,22726,4073,3619,0,0
MD,Baltimore County,100%,189437,131009,9998,4573,0,0
MD,Calvert,100%,16669,24680,1647,449,0,0
MD,Caroline,100%,3747,8999,415,121,0,0
MD,Carroll,100%,24314,55593,4011,961,0,0
MD,Cecil,100%,12651,27579,1544,535,0,0
MD,Charles,100%,46063,24163,1555,699,0,0
MD,Dorchester,100%,5695,7938,307,94,0,0
MD,Frederick,100%,51891,56472,5005,1594,0,0
MD,Garrett,100%,2252,10189,367,97,0,0
MD,Harford,100%,43803,74261,4686,1474,0,0
MD,Howard,100%,93808,44792,5716,2085,0,0
MD,Kent,100%,4178,4598,288,102,0,0
MD,Montgomery,100%,309761,82985,9917,5637,0,0
MD,Prince George's,100%,313627,29290,3963,4211,0,0
MD,Queen Anne's,100%,7316,16211,855,251,0,0
MD,Somerset,100%,3484,5056,171,57,0,0
MD,St. Mary's,100%,15786,26889,2042,452,0,0
MD,Talbot,100%,7865,10098,586,182,0,0
MD,Washington,100%,19193,38842,1992,704,0,0
MD,Wicomico,100%,16327,20832,1175,388,0,0
MD,Worcester,100%,8783,15910,651,227,0,0
MA,Barnstable,100%,71632,53842,5304,1889,0,0
MA,Berkshire,100%,43540,16799,2549,1619,0,0
MA,Bristol,100%,127619,104775,10069,3605,0,0
MA,Dukes,100%,8338,2474,364,258,0,0
MA,Essex,100%,220027,135405,16093,4615,0,0
MA,Franklin,100%,24369,10327,1886,1405,0,0
MA,Hampden,100%,110313,78230,8262,3415,0,0
MA,Hampshire,100%,54572,22089,3078,2590,0,0
MA,Middlesex,100%,508919,216163,31984,10271,0,0
MA,Nantucket,100%,4144,1892,260,108,0,0
MA,Norfolk,100%,219129,119171,15497,3984,0,0
MA,Plymouth,100%,133828,114722,12459,3159,0,0
MA,Suffolk,100%,241212,50042,7891,4372,0,0
MA,Worcester,100%,197126,157138,21088,5620,0,0
MI,Alcona,100%,1732,4201,164,54,0,28
MI,Alger,100%,1663,2585,177,67,0,21
MI,Allegan,100%,17932,33812,2498,595,0,316
MI,Alpena,100%,4877,9090,498,160,0,63
MI,Antrim,100%,4448,8469,459,146,0,50
MI,Arenac,100%,2238,4704,434,54,0,27
MI,Baraga,100%,1156,2158,106,49,0,17
MI,Barry,100%,9109,19197,1424,346,0,189
MI,Bay,100%,21641,28327,2189,544,0,231
MI,Benzie,100%,4108,5539,382,149,0,43
MI,Berrien,100%,29496,38646,2760,662,0,318
MI,Branch,100%,4740,11025,525,140,0,60
MI,Calhoun,100%,24154,31489,2282,631,0,230
MI,Cass,100%,7270,14241,1453,199,0,109
MI,Charlevoix,100%,5137,8674,532,178,0,46
MI,Cheboygan,100%,4302,8680,463,140,0,62
MI,Chippewa,100%,5378,9120,583,243,0,110
MI,Clare,100%,4250,8507,435,120,0,73
MI,Clinton,100%,16490,21635,1885,379,0,175
MI,Crawford,100%,2110,4354,267,66,0,36
MI,Delta,100%,6431,11112,660,182,0,82
MI,Dickinson,100%,3923,8580,450,123,0,64
MI,Eaton,100%,24534,27608,2617,602,0,325
MI,Emmet,100%,6972,10616,806,279,0,101
MI,Genesee,100%,102744,84174,6221,2193,0,803
MI,Gladwin,100%,3794,8124,393,87,0,74
MI,Gogebic,100%,2925,4019,213,118,0,38
MI,Grand Traverse,100%,20964,27412,2149,756,0,179
MI,Gratiot,100%,5665,9878,687,140,0,72
MI,Hillsdale,100%,4799,14094,700,184,0,103
MI,Houghton,100%,6018,8475,837,216,0,77
MI,Huron,100%,4579,10629,477,104,0,59
MI,Ingham,100%,81266,44354,5369,1876,0,613
MI,Ionia,100%,8206,16374,1338,286,0,160
MI,Iosco,100%,4344,8344,459,146,0,56
MI,Iron,100%,2004,3675,175,36,0,20
MI,Isabella,100%,11404,12338,1093,396,0,113
MI,Jackson,100%,25795,39793,2901,713,0,365
MI,Kalamazoo,100%,67142,51031,5643,1634,0,516
MI,Kalkaska,100%,2279,6213,283,118,0,27
MI,Kent,100%,138567,147959,14235,3995,0,1514
MI,Keweenaw,100%,527,814,62,20,0,6
MI,Lake,100%,1939,3159,152,48,0,30
MI,Lapeer,100%,12734,30037,1730,426,0,199
MI,Leelanau,100%,6774,7239,510,197,0,37
MI,Lenawee,100%,16750,26428,2044,449,0,224
MI,Livingston,100%,34378,65665,4261,911,0,362
MI,Luce,100%,681,1756,103,29,0,7
MI,Mackinac,100%,2085,3740,180,68,0,15
MI,Macomb,100%,176238,224589,12860,3886,0,1200
MI,Manistee,100%,4979,6915,456,200,0,48
MI,Marquette,100%,16042,14646,1458,583,0,168
MI,Mason,100%,5281,8505,601,189,0,82
MI,Mecosta,100%,5827,10305,697,229,0,91
MI,Menominee,100%,3539,6704,351,118,0,53
MI,Midland,100%,15655,23877,2224,408,0,215
MI,Missaukee,100%,1565,5386,241,74,0,35
MI,Monroe,100%,26859,43255,2985,707,0,295
MI,Montcalm,100%,7874,16907,1316,292,0,167
MI,Montmorency,100%,1286,3498,159,44,0,21
MI,Muskegon,100%,36640,35962,3170,962,0,380
MI,Newaygo,100%,6212,15174,878,197,0,144
MI,Oakland,100%,342976,289127,23143,6397,0,1612
MI,Oceana,100%,3973,7228,492,116,0,94
MI,Ogemaw,100%,3030,6827,353,118,0,58
MI,Ontonagon,100%,1175,2069,128,29,0,19
MI,Osceola,100%,2705,7336,401,96,0,59
MI,Oscoda,100%,1044,2843,140,18,0,17
MI,Otsego,100%,3556,8266,482,163,0,62
MI,Ottawa,100%,46276,90456,6476,1462,0,735
MI,Presque Isle,100%,2400,4486,237,50,0,42
MI,Roscommon,100%,4287,8141,413,142,0,53
MI,Saginaw,100%,44395,45469,3199,780,0,355
MI,Sanilac,100%,4873,13446,662,170,0,92
MI,Schoolcraft,100%,1369,2556,165,31,0,30
MI,Shiawassee,100%,12547,19232,1660,362,0,243
MI,St. Clair,100%,24553,49067,2972,276,0,1126
MI,St. Joseph,100%,7529,14886,935,290,0,125
MI,Tuscola,100%,7493,17421,887,216,0,140
MI,Van Buren,100%,13258,17890,1480,417,0,168
MI,Washtenaw,100%,128025,50335,5806,2468,0,567
MI,Wayne,100%,517842,228908,18787,7764,0,2149
MI,Wexford,100%,4436,10000,579,192,0,72
MN,Aitkin,100%,3134,5516,263,67,124,81
MN,Anoka,100%,75499,93341,7726,2123,3685,1710
MN,Becker,100%,5208,10880,580,130,171,121
MN,Beltrami,100%,8688,10783,780,420,444,201
MN,Benton,100%,5640,12872,683,245,325,146
MN,Big Stone,100%,921,1607,94,20,59,28
MN,Blue Earth,100%,14428,15667,1604,587,605,365
MN,Brown,100%,3763,8708,503,136,421,132
MN,Carlton,100%,8460,8160,703,233,308,195
MN,Carver,100%,21508,29057,2461,488,1210,378
MN,Cass,100%,4949,9982,414,212,196,132
MN,Chippewa,100%,1978,3764,209,70,104,57
MN,Chisago,100%,9279,18441,1213,317,496,263
MN,Clay,100%,12974,13549,1486,416,424,259
MN,Clearwater,100%,1100,2925,94,33,36,37
MN,Cook,100%,1912,1156,105,77,63,47
MN,Cottonwood,100%,1678,3679,150,41,86,63
MN,Crow Wing,100%,10982,22287,1174,311,498,316
MN,Dakota,100%,110251,99624,9867,2664,4512,1741
MN,Dodge,100%,3102,6527,454,98,266,117
MN,Douglas,100%,6227,13966,781,167,324,158
MN,Faribault,100%,2153,4659,271,63,132,77
MN,Fillmore,100%,3872,6271,409,103,216,105
MN,Freeborn,100%,6041,8808,511,169,258,142
MN,Goodhue,100%,9446,14041,1130,262,420,239
MN,Grant,100%,1104,2063,159,27,69,31
MN,Hennepin,100%,429283,191768,24400,10310,12269,4614
MN,Houston,100%,4145,5616,394,135,138,87
MN,Hubbard,100%,3432,7269,342,132,155,93
MN,Isanti,100%,5656,13635,765,219,418,182
MN,Itasca,100%,9015,12920,792,274,355,294
MN,Jackson,100%,1492,3609,181,49,81,41
MN,Kanabec,100%,2327,5230,298,81,115,74
MN,Kandiyohi,100%,7266,12785,927,164,347,159
MN,Kittson,100%,823,1349,121,15,28,27
MN,Koochiching,100%,2306,3569,207,69,87,75
MN,Lac qui Parle,100%,1301,2294,106,32,61,41
MN,Lake,100%,3077,2932,215,93,93,62
MN,Lake of the Woods,100%,553,1540,67,16,29,25
MN,Le Sueur,100%,4623,9182,514,146,265,137
MN,Lincoln,100%,860,1930,112,18,59,23
MN,Lyon,100%,3825,7256,523,115,286,124
MN,Mahnomen,100%,930,991,54,34,30,35
MN,Marshall,100%,1225,3208,204,30,85,42
MN,Martin,100%,2733,7062,343,79,169,83
MN,McLeod,100%,4978,12155,857,135,372,187
MN,Meeker,100%,3192,8103,449,94,244,116
MN,Mille Lacs,100%,3709,8340,451,128,199,121
MN,Morrison,100%,3637,12925,442,146,246,138
MN,Mower,100%,7444,8826,620,192,316,189
MN,Murray,100%,1295,2974,203,22,106,42
MN,Nicollet,100%,7886,8436,831,250,336,175
MN,Nobles,100%,2733,5299,258,40,169,93
MN,Norman,100%,1264,1699,161,29,41,38
MN,Olmsted,100%,36266,35668,3547,1116,2016,664
MN,Otter Tail,100%,9339,20939,1000,245,531,230
MN,Pennington,100%,2146,4000,315,46,104,60
MN,Pine,100%,4580,8191,473,147,192,146
MN,Pipestone,100%,1127,3338,131,44,99,40
MN,Polk,100%,4712,8979,517,124,235,131
MN,Pope,100%,2106,3793,221,43,88,43
MN,Ramsey,100%,176929,70778,9608,4546,4990,2310
MN,Red Lake,100%,540,1141,100,23,45,22
MN,Redwood,100%,1887,5137,242,77,147,76
MN,Renville,100%,2117,4890,244,66,148,98
MN,Rice,100%,14437,15429,1230,386,498,237
MN,Rock,100%,1373,3091,155,40,97,51
MN,Roseau,100%,1856,5451,220,42,126,72
MN,Scott,100%,28502,39948,3400,741,1296,503
MN,Sherburne,100%,13299,31049,1927,458,851,354
MN,Sibley,100%,1954,5193,291,64,163,62
MN,St. Louis,100%,57769,44631,4366,1878,1528,1088
MN,Stearns,100%,25575,47618,2972,954,1281,585
MN,Steele,100%,6239,11198,808,208,396,191
MN,Stevens,100%,2116,2800,205,69,112,48
MN,Swift,100%,1679,2962,153,32,81,61
MN,Todd,100%,2783,8485,287,96,194,99
MN,Traverse,100%,631,1050,41,16,31,22
MN,Wabasha,100%,3866,6989,467,127,218,97
MN,Wadena,100%,1684,4837,164,58,106,45
MN,Waseca,100%,2838,5967,387,106,184,97
MN,Washington,100%,67086,64429,6180,1478,2718,952
MN,Watonwan,100%,1814,2768,156,52,107,74
MN,Wilkin,100%,893,2129,146,34,48,29
MN,Winona,100%,11366,12122,1165,531,414,254
MN,Wright,100%,20336,43274,3002,547,1392,603
MN,Yellow Medicine,100%,1524,3382,163,37,93,54
MS,Adams,100%,6921,5125,102,25,0,41
MS,Alcorn,100%,2684,11817,167,38,0,75
MS,Amite,100%,2688,4282,38,7,0,18
MS,Attala,100%,2847,4288,50,14,0,43
MS,Benton,100%,1713,2240,28,9,0,6
MS,Bolivar,100%,8410,4251,92,30,0,48
MS,Calhoun,100%,1884,4360,49,10,0,36
MS,Carroll,100%,1648,3774,28,9,0,11
MS,Chickasaw,100%,3649,4127,61,12,0,41
MS,Choctaw,100%,1198,2763,26,12,0,21
MS,Claiborne,100%,2523,414,5,3,0,9
MS,Clarke,100%,2556,5088,29,15,0,25
MS,Clay,100%,5695,4136,68,20,0,41
MS,Coahoma,100%,6378,2426,53,13,0,42
MS,Copiah,100%,6203,5576,65,15,0,47
MS,Covington,100%,3267,5423,61,12,0,27
MS,DeSoto,100%,19892,42155,1305,299,0,371
MS,Forrest,100%,11271,15149,584,142,0,138
MS,Franklin,100%,1471,2685,21,14,0,28
MS,George,100%,1013,8652,89,20,0,57
MS,Greene,100%,956,4309,28,4,0,28
MS,Grenada,100%,4386,5940,68,20,0,28
MS,Hancock,100%,3320,13720,309,81,0,87
MS,Harrison,100%,20679,39710,1183,322,0,182
MS,Hinds,100%,64922,24919,937,441,0,317
MS,Holmes,100%,5820,1151,22,18,0,34
MS,Humphreys,100%,2652,924,10,2,0,11
MS,Issaquena,100%,395,298,4,0,0,2
MS,Itawamba,100%,1100,8385,84,19,0,46
MS,Jackson,100%,13087,31204,820,152,0,202
MS,Jasper,100%,4367,4032,28,6,0,35
MS,Jefferson,100%,3337,489,13,7,0,13
MS,Jefferson Davis,100%,3720,2466,21,3,0,27
MS,Jones,100%,7748,20076,267,52,0,107
MS,Kemper,100%,2827,1778,18,1,0,15
MS,Lafayette,100%,7968,10872,577,134,0,91
MS,Lamar,100%,5044,18493,446,74,0,122
MS,Lauderdale,100%,10910,17574,296,70,0,117
MS,Lawrence,100%,2181,4072,39,15,0,22
MS,Leake,100%,3579,4775,39,13,0,30
MS,Lee,100%,9635,21695,390,120,0,134
MS,Leflore,100%,6677,2757,73,25,0,34
MS,Lincoln,100%,4458,10550,89,26,0,70
MS,Lowndes,100%,11545,13124,281,94,0,95
MS,Madison,100%,18358,25607,748,127,0,208
MS,Marion,100%,3572,7697,105,30,0,39
MS,Marshall,100%,7944,6525,95,55,0,79
MS,Monroe,100%,5485,10107,106,28,0,55
MS,Montgomery,100%,1775,2334,25,7,0,21
MS,Neshoba,100%,2668,7613,83,18,0,56
MS,Newton,100%,2549,5929,59,18,0,39
MS,Noxubee,100%,4330,1181,12,6,0,9
MS,Oktibbeha,100%,7851,7671,420,94,0,115
MS,Panola,100%,7300,7371,95,20,0,68
MS,Pearl River,100%,2919,15530,275,75,0,94
MS,Perry,100%,1220,4135,47,5,0,25
MS,Pike,100%,7636,7748,138,40,0,71
MS,Pontotoc,100%,2123,9442,138,33,0,75
MS,Prentiss,100%,2067,7647,79,25,0,53
MS,Quitman,100%,2303,998,20,7,0,25
MS,Rankin,100%,13741,46168,946,212,0,289
MS,Scott,100%,3999,5742,75,19,0,32
MS,Sharkey,100%,1290,619,8,2,0,7
MS,Simpson,100%,3871,7393,74,22,0,56
MS,Smith,100%,1598,5877,51,7,0,23
MS,Stone,100%,1400,4810,104,14,0,40
MS,Sunflower,100%,6560,2768,27,20,0,31
MS,Tallahatchie,100%,3337,2462,31,8,0,32
MS,Tate,100%,3804,7385,110,20,0,70
MS,Tippah,100%,1808,7182,72,22,0,59
MS,Tishomingo,100%,990,7117,138,27,0,38
MS,Tunica,100%,2577,840,18,8,0,20
MS,Union,100%,1969,9161,129,20,0,95
MS,Walthall,100%,2475,3374,24,9,0,27
MS,Warren,100%,8518,9420,217,53,0,79
MS,Washington,100%,9847,4541,99,31,0,53
MS,Wayne,100%,3493,5957,45,3,0,36
MS,Webster,100%,1001,3949,27,15,0,32
MS,Wilkinson,100%,2826,1305,15,4,0,24
MS,Winston,100%,3778,4874,54,29,0,36
MS,Yalobusha,100%,2574,3366,70,23,0,25
MS,Yazoo,100%,5221,4568,47,6,0,50
MO,Adair,100%,3495,6019,426,147,0,50
MO,Andrew,100%,2045,6665,336,64,0,30
MO,Atchison,100%,541,2059,104,14,0,5
MO,Audrain,100%,2567,6981,363,73,0,59
MO,Barry,100%,2710,11427,338,66,0,63
MO,Barton,100%,795,4958,135,22,0,22
MO,Bates,100%,1617,6000,306,55,0,43
MO,Benton,100%,2024,7212,278,41,0,29
MO,Bollinger,100%,705,4827,97,12,0,28
MO,Boone,100%,41072,36146,4262,1279,0,553
MO,Buchanan,100%,12010,21315,1709,343,0,186
MO,Butler,100%,3036,13647,392,98,0,59
MO,Caldwell,100%,837,3231,188,26,0,27
MO,Callaway,100%,4988,13052,752,182,0,153
MO,Camden,100%,4706,16721,588,110,0,57
MO,Cape Girardeau,100%,8468,26939,1106,238,0,124
MO,Carroll,100%,745,3480,106,17,0,13
MO,Carter,100%,436,2323,54,18,0,11
MO,Cass,100%,14816,33006,2152,420,0,321
MO,Cedar,100%,1010,5019,179,30,0,40
MO,Chariton,100%,888,2948,97,10,0,19
MO,Christian,100%,8505,30941,1494,245,0,209
MO,Clark,100%,724,2458,101,22,0,11
MO,Clay,100%,45182,57328,5132,1093,0,502
MO,Clinton,100%,2572,7058,432,77,0,58
MO,Cole,100%,10907,24610,1376,253,0,115
MO,Cooper,100%,1932,5623,306,58,0,57
MO,Crawford,100%,1824,7724,224,91,0,57
MO,Dade,100%,637,3184,94,16,0,20
MO,Dallas,100%,1271,5895,180,48,0,46
MO,Daviess,100%,730,2763,143,18,0,35
MO,DeKalb,100%,824,3540,178,30,0,18
MO,Dent,100%,978,5599,136,36,0,29
MO,Douglas,100%,984,5486,135,21,0,38
MO,Dunklin,100%,2360,8026,142,30,0,16
MO,Franklin,100%,12339,35420,1627,428,0,231
MO,Gasconade,100%,1519,5670,180,47,0,28
MO,Gentry,100%,605,2304,108,9,0,7
MO,Greene,100%,42400,77387,5706,1452,0,664
MO,Grundy,100%,780,3462,118,28,0,25
MO,Harrison,100%,574,2965,97,19,0,27
MO,Henry,100%,2356,7072,311,61,0,55
MO,Hickory,100%,1016,3539,108,31,0,23
MO,Holt,100%,346,1926,66,6,0,4
MO,Howard,100%,1279,3277,209,41,0,45
MO,Howell,100%,2880,13888,434,131,0,82
MO,Iron,100%,933,3173,110,30,0,14
MO,Jackson,100%,163723,114777,10689,3457,0,1417
MO,Jasper,100%,10565,35058,1759,484,0,313
MO,Jefferson,100%,31546,68973,3966,930,0,554
MO,Johnson,100%,5924,13702,1094,205,0,162
MO,Knox,100%,379,1413,53,12,0,10
MO,Laclede,100%,2543,12834,426,87,0,69
MO,Lafayette,100%,4047,10977,597,92,0,102
MO,Lawrence,100%,2898,13084,471,104,0,117
MO,Lewis,100%,933,3343,127,26,0,23
MO,Lincoln,100%,5561,18111,808,197,0,180
MO,Linn,100%,1239,4084,172,54,0,23
MO,Livingston,100%,1265,4879,213,20,0,31
MO,Macon,100%,1518,5794,175,57,0,35
MO,Madison,100%,1005,4102,150,30,0,31
MO,Maries,100%,794,3559,110,23,0,12
MO,Marion,100%,2993,9418,379,63,0,49
MO,McDonald,100%,1329,6599,191,70,0,44
MO,Mercer,100%,216,1486,27,2,0,8
MO,Miller,100%,1750,9285,283,58,0,38
MO,Mississippi,100%,1458,3600,79,15,0,13
MO,Moniteau,100%,1237,5344,175,26,0,26
MO,Monroe,100%,853,3159,114,13,0,8
MO,Montgomery,100%,1118,4124,133,32,0,17
MO,Morgan,100%,1768,6757,202,51,0,37
MO,New Madrid,100%,1933,5270,106,24,0,19
MO,Newton,100%,4988,20546,641,168,0,163
MO,Nodaway,100%,2529,6379,401,61,0,69
MO,Oregon,100%,865,3668,88,14,0,29
MO,Osage,100%,998,5845,182,34,0,19
MO,Ozark,100%,724,3639,70,41,0,27
MO,Pemiscot,100%,1946,3964,78,21,0,16
MO,Perry,100%,1520,6907,231,39,0,35
MO,Pettis,100%,4322,12792,733,112,0,86
MO,Phelps,100%,4761,12699,746,198,0,95
MO,Pike,100%,1806,5274,208,50,0,37
MO,Platte,100%,18915,24975,2154,394,0,203
MO,Polk,100%,2630,10435,479,77,0,88
MO,Pulaski,88.9%,2918,9870,477,106,0,72
MO,Putnam,100%,352,1936,36,13,0,5
MO,Ralls,100%,1138,3969,120,17,0,22
MO,Randolph,100%,2283,7529,392,60,0,45
MO,Ray,100%,3088,7103,508,61,0,75
MO,Reynolds,100%,540,2402,62,20,0,8
MO,Ripley,100%,830,4520,115,35,0,18
MO,Sainte Genevieve,100%,2540,5495,323,55,0,46
MO,Saline,100%,2787,5977,383,69,0,29
MO,Schuyler,100%,354,1505,65,7,0,2
MO,Scotland,100%,365,1525,50,18,0,10
MO,Scott,100%,3574,13168,373,79,0,50
MO,Shannon,100%,776,2966,106,28,0,28
MO,Shelby,100%,606,2524,92,16,0,14
MO,St. Charles,100%,68225,120899,7913,1685,0,791
MO,St. Clair,100%,936,3501,146,24,0,23
